t_index	term	df
8464	omni	2
8465	omnipagepro	2
8466	omnitrad	3
8467	omnitur	5
8468	omt	2
8469	omx	2
8470	onboard	2
8471	onc	80
8472	oncolog	3
8473	oncologist	1
8474	ondemand	1
8475	one	1054
8476	onearmenia	1
8477	onemarketdata	6
8478	onequantdata	4
8479	oneself	30
8480	onetick	15
8481	ongo	681
8482	onhttp	1
8483	onli	93
8484	onlin	360
8485	onset	4
8486	onshor	2
8487	onsit	29
8488	onto	5
8489	onward	3
8490	ooa	16
8491	ood	346
8492	oodb	1
8493	ooh	4
8494	ooo	1
8495	oop	667
8496	op	18
8497	opal	3
8498	opean	1
8499	open	1015
8500	openaccess	27
8501	opencv	6
8502	openejb	1
8503	openerp	1
8504	openfir	1
8505	opengl	16
8506	openli	8
8507	openoffic	6
8508	opensourc	11
8509	openssl	1
8510	openstack	1
8511	openstream	1
8512	openvpn	4
8513	oper	5028
8514	opera	6
8515	operandi	2
8516	operation	3
8517	operationalinfrastructur	1
8518	opex	11
8519	ophthalm	2
8520	ophthalmolog	5
8521	opinion	324
8522	opl	2
8523	opm	1
8524	oppon	1
8525	opportun	1037
8526	opportunti	1
8527	oppos	6
8528	opposit	1
8529	oprat	1
8530	optic	44
8531	optim	947
8532	optimis	30
8533	optimist	11
8534	optimiz	1
8535	optimum	57
8536	option	205
8537	opu	1
8538	opvar	5
8539	oracel	1
8540	oracl	681
8541	oral	2446
8542	oran	1
8543	orang	127
8544	orator	1
8545	oratori	4
8546	orb	1
8547	orchard	24
8548	orchestr	3
8549	orcommerci	1
8550	ord	3
8551	order	1987
8552	orderli	46
8553	ordin	187
8554	ordinari	13
8555	ordinarili	7
8556	ore	5
8557	org	27
8558	organ	6420
8559	organas	1
8560	organis	505
8561	organiz	3258
8562	organogram	2
8563	orgchart	1
8564	orgeniz	1
8565	orgin	1
8566	ori	1
8567	orient	2920
8568	oriflam	15
8569	origin	174
8570	orion	7
8571	orm	39
8572	orphan	1
8573	orphanag	3
8574	orran	1
8575	ort	1
8576	orthodont	1
8577	orthodontia	2
8578	orthographi	1
8579	osa	1
8580	osc	143
8581	oscil	1
8582	oscilloscop	10
8583	oscommers	1
8584	osd	6
8585	osdm	1
8586	osdo	1
8587	ose	4
8588	osf	2
8589	osgi	2
8590	osh	2
8591	osha	1
8592	osi	8
8593	osiafa	1
8594	osiri	1
8595	osirp	1
8596	oskanyan	2
8597	ospf	18
8598	oss	13
8599	osx	6
8600	ot	1
8601	ota	6
8602	otb	5
8603	otc	6
8604	otg	1
8605	otherwis	29
8606	oto	2
8607	otr	2
8608	ottawa	1
8609	outag	16
8610	outbound	18
8611	outbreak	2
8612	outcom	254
8613	outdat	6
8614	outdoor	50
8615	outer	3
8616	outfit	1
8617	outflow	47
8618	outgo	385
8619	outgrow	1
8620	outing	2
8621	outlay	1
8622	outlet	156
8623	outli	1
8624	outlier	1
8625	outlin	167
8626	outlook	754
8627	outmod	1
8628	outpati	7
8629	output	348
8630	outreach	239
8631	outright	1
8632	outset	3
8633	outsid	399
8634	outsourc	72
8635	outspoken	1
8636	outstand	262
8637	outstandingli	1
8638	outward	5
8639	ovak	5
8640	oven	1
8641	overag	2
8642	overal	1439
8643	overarch	12
8644	overcom	78
8645	overdraft	17
8646	overdu	28
8647	overexploit	1
8648	overgraz	2
8649	overhaul	2
8650	overhead	7
8651	overhour	1
8652	overlap	6
8653	overlay	1
8654	overlimit	1
8655	overload	6
8656	overlook	1
8657	overnight	57
8658	overqu	1
8659	overs	1
8660	overse	999
8661	oversea	88
8662	overseen	1
8663	oversight	296
8664	overspend	3
8665	overstock	14
8666	overtak	3
8667	overtim	87
8668	overvalu	2
8669	overview	58
8670	overwhelm	1
8671	ovirt	1
8672	ovm	1
8673	owasp	3
8674	owe	5
8675	owner	121
8676	ownership	113
8677	oxfam	24
8678	oxford	3
8679	oxid	1
8680	oxley	10
8681	oxygen	2
8682	oz	1
8683	p	13
8684	pH	1
8685	pa	4
8686	paau	3
8687	pab	4
8688	pabx	3
8689	pac	5
8690	paca	1
8691	pace	452
8692	pacif	6
8693	pack	74
8694	packag	1283
8695	packet	23
8696	pad	4
8697	padco	3
8698	paediatr	1
8699	paediatrician	1
8700	paf	3
8701	pafha	1
8702	pafo	1
8703	page	350
8704	pagemak	7
8705	pager	6
8706	pagerank	1
8707	pagespe	1
8708	pahatsoneri	1
8709	paid	107
8710	pain	2
8711	painstakingli	2
8712	paint	15
8713	painter	1
8714	paintshop	1
8715	pair	1
8716	pakistan	2
8717	pal	1
8718	palac	9
8719	palat	1
8720	palett	3
8721	pallet	4
8722	palli	6
8723	palm	6
8724	palo	2
8725	pamphlet	9
8726	pan	4
8727	panama	3
8728	panamanian	1
8729	panarmenian	2
8730	panason	2
8731	panda	1
8732	panel	61
8733	panellist	1
8734	pangora	1
8735	panther	1
8736	pao	6
8737	pap	3
8738	papazyan	3
8739	paper	455
8740	paperwork	141
8741	paqqi	1
8742	par	13
8743	para	3
8744	paradigm	9
8745	paradigma	1
8746	paradox	5
8747	paragraph	11
8748	paraleg	2
8749	parallel	22
8750	paramed	3
8751	paramet	141
8752	parameter	9
8753	parameteris	4
8754	parametr	4
8755	paramount	1
8756	paraphras	1
8757	parasit	7
8758	parcel	11
8759	parent	68
8760	pari	8
8761	park	40
8762	parliament	27
8763	parliamentari	42
8764	parliamentarian	2
8765	parliamentmonitor	1
8766	parma	8
8767	parna	3
8768	parner	1
8769	parpetsi	1
8770	pars	15
8771	parsadanyan	1
8772	parser	22
8773	part	1918
8774	partak	13
8775	parter	1
8776	parti	707
8777	partial	20
8778	particip	3815
8779	participat	1
8780	participatori	155
8781	particl	3
8782	particp	1
8783	particular	514
8784	particularli	512
8785	particulatli	1
8786	partisan	1
8787	partit	23
8788	partli	6
8789	partner	1873
8790	partnership	459
8791	pascal	2
8792	pass	162
8793	passabl	1
8794	passag	3
8795	passeng	31
8796	passion	351
8797	passiv	13
8798	passport	26
8799	password	19
8800	past	94
8801	pasta	2
8802	pasteur	1
8803	pastri	10
8804	pastur	7
8805	patch	83
8806	patent	7
8807	path	29
8808	pathbal	1
8809	pathogen	1
8810	patholog	5
8811	pathway	1
8812	patienc	138
8813	patient	150
8814	patrol	9
8815	patron	4
8816	patter	12
8817	pattern	522
8818	pau	2
8819	pavilion	1
8820	pawn	2
8821	pawnshop	6
8822	pay	340
8823	payabl	263
8824	payback	1
8825	paycycl	1
8826	paye	6
8827	payer	2
8828	payg	1
8829	payload	1
8830	paymen	1
8831	payment	1120
8832	paypal	2
8833	payrol	261
8834	pba	1
8835	pbf	1
8836	pbpb	2
8837	pbt	1
8838	pbx	24
8839	pc	42
8840	pca	3
8841	pcaob	3
8842	pcarmenia	2
8843	pcb	13
8844	pcell	2
8845	pcf	1
8846	pch	1
8847	pci	6
8848	pcm	5
8849	pcma	1
8850	pcmo	3
8851	pcmu	1
8852	pcn	1
8853	pcpp	1
8854	pcr	2
8855	pcrf	3
8856	pct	11
8857	pcu	2
8858	pcv	16
8859	pd	1
8860	pda	4
8861	pdef	10
8862	pdf	24
8863	pdh	14
8864	pdiu	4
8865	pdk	2
8866	pdm	3
8867	pdna	1
8868	pdo	5
8869	pdp	2
8870	pdq	7
8871	pdqm	1
8872	pdt	2
8873	peac	81
8874	peacebuild	2
8875	peacecorp	1
8876	peacemak	1
8877	peacetim	1
8878	peak	26
8879	pear	2
8880	pearl	6
8881	pec	3
8882	peculiar	33
8883	pedagog	20
8884	pedagogi	10
8885	pedagogu	4
8886	pediatr	41
8887	pediatri	1
8888	pediatrician	5
8889	pedigre	1
8890	peer	198
8891	pefa	1
8892	peform	4
8893	pegasu	2
8894	pek	1
8895	pen	9
8896	penalti	27
8897	pencil	3
8898	pend	40
8899	penetr	31
8900	penitentiari	10
8901	pension	87
8902	pentaho	1
8903	pentium	1
8904	peoject	1
8905	peopl	1239
8906	peoplesoft	6
8907	pep	1
8908	pepper	3
8909	pepsi	24
8910	pepsico	2
8911	per	518
8912	perceiv	10
8913	percent	96
8914	percentag	38
8915	percept	35
8916	percuss	2
8917	perfect	289
8918	perfectionist	1
8919	perfectli	30
8920	perfmon	1
8921	perforc	8
8922	perform	6750
8923	performac	1
8924	performanceanalysi	1
8925	performancepoint	1
8926	perfum	8
8927	perfumeri	1
8928	perhap	1
8929	perimet	7
8930	period	902
8931	periodicli	1
8932	peripher	70
8933	peripheri	1
8934	perish	2
8935	perk	3
8936	perl	330
8937	perman	191
8938	permiss	49
8939	permit	57
8940	pernod	2
8941	peron	2
8942	perorm	1
8943	perpetr	1
8944	perpetu	4
8945	persever	5
8946	persian	30
8947	persimmon	6
8948	persist	102
8949	person	4935
8950	persona	4
8951	personalis	1
8952	personalitiy	1
8953	personan	1
8954	personl	1
8955	personnel	875
8956	perspect	166
8957	persuad	31
8958	persuas	67
8959	pertain	93
8960	pertin	81
8961	peru	2
8962	perus	2
8963	peson	1
8964	pest	22
8965	pesticid	10
8966	pet	2
8967	petit	14
8968	petrochem	1
8969	petrol	13
8970	petti	124
8971	peugeot	1
8972	pf	12
8973	pfa	3
8974	pfd	1
8975	pfeiffer	1
8976	pfi	13
8977	pfm	8
8978	pfp	5
8979	pfr	4
8980	pfsens	2
8981	pg	4
8982	pgsql	2
8983	pharlap	3
8984	pharm	26
8985	pharma	10
8986	pharmacept	1
8987	pharmaceut	310
8988	pharmaci	161
8989	pharmacia	1
8990	pharmacist	174
8991	pharmacodynam	1
8992	pharmacoeconom	1
8993	pharmacokinet	2
8994	pharmacolog	55
8995	pharmacologist	3
8996	pharmacologyst	1
8997	pharmacovigil	5
8998	pharsi	1
8999	phase	304
9000	phc	8
9001	phcr	4
9002	phcu	1
9003	phd	282
9004	phenomena	3
9005	phenomenon	3
9006	phi	2
9007	philadelphia	1
9008	philanthrop	6
9009	philanthropi	4
9010	philanthropist	1
9011	philat	6
9012	philatel	3
9013	philip	6
9014	philipp	1
9015	philippin	1
9016	philolog	28
9017	philosoph	1
9018	philosophi	52
9019	phlebotomist	1
9020	phn	1
9021	phone	649
9022	phonecal	1
9023	phonegap	6
9024	phosphat	1
9025	photo	135
9026	photocomposit	1
9027	photocopi	170
9028	photogen	1
9029	photograph	50
9030	photographi	62
9031	photojourn	6
9032	photojournalist	1
9033	photopaint	2
9034	photorealist	2
9035	photoshoot	1
9036	photoshop	556
9037	php	660
9038	phpstorm	1
9039	phrase	2
9040	phraseolog	1
9041	phstat	1
9042	phthisiatrician	7
9043	phylloxera	2
9044	phylolog	1
9045	physiatrician	1
9046	physiatrist	1
9047	physic	612
9048	physician	27
9049	physicist	2
9050	physico	2
9051	physicochem	2
9052	phython	2
9053	phyto	17
9054	phytobentho	1
9055	phytoplankton	1
9056	phytosanitari	4
9057	pia	3
9058	piadina	1
9059	piano	1
9060	piazza	1
9061	pic	5
9062	picassa	1
9063	pick	66
9064	pickup	7
9065	picnic	3
9066	picsart	46
9067	picsartist	2
9068	pictur	83
9069	pidb	3
9070	piec	35
9071	pig	2
9072	pil	1
9073	pilat	2
9074	pillar	9
9075	pilot	119
9076	pimp	2
9077	pin	11
9078	pinpoint	10
9079	pinterest	4
9080	pinvok	1
9081	pio	6
9082	pip	2
9083	pipe	5
9084	pipelin	53
9085	pir	1
9086	piraci	1
9087	pirnha	1
9088	pit	8
9089	pitch	14
9090	pitchbook	1
9091	pitfal	2
9092	piu	111
9093	pivot	13
9094	pix	7
9095	pixel	22
9096	pizza	1
9097	pjc	3
9098	pjp	5
9099	pk	1
9100	pki	4
9101	pl	2
9102	pla	1
9103	placard	2
9104	place	461
9105	placemat	1
9106	placement	111
9107	plad	3
9108	plagiar	1
9109	plain	4
9110	plaintiff	2
9111	plan	5767
9112	plane	11
9113	planet	4
9114	planimetri	1
9115	planner	23
9116	planogram	14
9117	plant	148
9118	plantat	6
9119	planter	1
9120	plaqu	2
9121	plasma	7
9122	plast	15
9123	plaster	2
9124	plastic	48
9125	plate	7
9126	platform	834
9127	platinium	3
9128	platinum	1
9129	plausibl	2
9130	play	198
9131	playback	1
9132	player	1794
9133	playground	1
9134	plaza	6
9135	plc	17
9136	pld	2
9137	plead	2
9138	pleas	86
9139	pleasant	97
9140	pleasantli	4
9141	pleasur	1
9142	pledg	69
9143	pledger	1
9144	plein	1
9145	plenari	1
9146	plenti	8
9147	plesk	1
9148	plexon	14
9149	pll	4
9150	plmn	1
9151	plot	14
9152	ploter	1
9153	plotter	2
9154	plsql	23
9155	plu	5151
9156	plug	14
9157	plugin	12
9158	plumb	8
9159	plural	1
9160	pluse	2
9161	plush	1
9162	pm	14
9163	pmbok	2
9164	pmc	12
9165	pmdi	1
9166	pmi	4
9167	pmic	11
9168	pml	3
9169	pmm	2
9170	pmo	2
9171	pmp	26
9172	pmra	1
9173	pmsc	1
9174	pmt	1
9175	pmu	24
9176	pn	1
9177	pneumat	9
9178	pneumonia	5
9179	pnp	1
9180	pnr	1
9181	pnsf	2
9182	po	105
9183	poc	1
9184	pochta	2
9185	pocket	5
9186	poco	1
9187	podcast	4
9188	poetic	1
9189	poi	1
9190	point	1081
9191	pointsourc	1
9192	pois	12
9193	poison	2
9194	poisson	1
9195	poker	2
9196	pol	2
9197	poland	3
9198	pole	1
9199	poli	3
9200	polic	76
9201	policemen	1
9202	polici	2771
9203	policlin	18
9204	policymak	3
9205	poligraph	1
9206	polio	1
9207	polish	21
9208	polit	565
9209	politician	3
9210	politico	12
9211	politolog	3
9212	poll	20
9213	pollin	1
9214	pollut	13
9215	polpharma	6
9216	polyclin	29
9217	polycom	1
9218	polygon	1
9219	polygraph	2
9220	polygraphi	2
9221	polym	1
9222	polymorph	6
9223	polytechn	8
9224	polyval	2
9225	pom	2
9226	pomegran	6
9227	pont	1
9228	pool	64
9229	poor	74
9230	poorest	1
9231	poorli	1
9232	pop	6
9233	popcorn	1
9234	popul	194
9235	popular	25
9236	porcess	1
9237	porridg	1
9238	porsch	3
9239	port	48
9240	portabl	15
9241	portal	129
9242	porter	1
9243	portfolio	627
9244	portfoliograph	2
9245	portfoliounderstand	1
9246	portion	34
9247	portrait	1
9248	portray	6
9249	portug	3
9250	portugues	6
9251	pose	13
9252	posess	2
9253	posit	5111
9254	positin	2
9255	positionn	1
9256	positon	1
9257	posix	8
9258	posm	3
9259	pospaid	1
9260	poss	10
9261	possess	402
9262	possibilit	2
9263	possibl	716
9264	post	813
9265	postabort	1
9266	postal	45
9267	postbank	9
9268	postcard	7
9269	poster	81
9270	postfix	15
9271	postgi	1
9272	postgr	24
9273	postgradu	44
9274	postgreesql	1
9275	postgresql	33
9276	postgress	1
9277	postgressql	1
9278	postharvest	2
9279	postion	2
9280	postman	5
9281	postmen	1
9282	postmortem	3
9283	postpaid	29
9284	postpay	1
9285	postprocess	1
9286	postprocessor	1
9287	postscript	10
9288	postur	4
9289	potabl	1
9290	potassium	2
9291	potato	1
9292	potent	4
9293	potenti	1334
9294	poti	1
9295	pouch	10
9296	poultri	5
9297	pound	6
9298	pour	1
9299	poverti	68
9300	povid	1
9301	powder	3
9302	powepoint	1
9303	power	793
9304	powercli	1
9305	powerpc	27
9306	powerpoin	1
9307	powerpoint	575
9308	powershel	8
9309	pp	4
9310	ppc	5
9311	ppe	8
9312	ppf	1
9313	ppi	3
9314	ppm	9
9315	ppmc	3
9316	ppp	13
9317	ppr	1
9318	pprof	1
9319	pprofici	1
9320	ppt	21
9321	pptp	1
9322	pr	2
9323	practic	2591
9324	practica	6
9325	practicum	1
9326	practis	5
9327	practition	32
9328	prado	2
9329	praemium	4
9330	prag	2
9331	pragma	34
9332	pragmat	11
9333	pragu	4
9334	prayer	4
9335	prc	1
9336	pre	378
9337	preach	2
9338	preasur	2
9339	preaudit	1
9340	precari	1
9341	precaut	5
9342	preced	19
9343	precinct	4
9344	preciou	7
9345	precipit	3
9346	precis	129
9347	precondit	1
9348	preconstruct	1
9349	predefin	18
9350	predetermin	6
9351	predict	57
9352	predisposit	2
9353	predominantli	2
9354	prefer	5236
9355	preferabl	1
9356	preferabla	1
9357	preferebl	3
9358	preferr	10
9359	preffer	15
9360	pregnanc	3
9361	pregomesh	1
9362	prejudic	1
9363	preliminari	102
9364	preliminarili	1
9365	prem	2
9366	premier	16
9367	premis	136
9368	premium	18
9369	prenat	2
9370	preoject	1
9371	preopen	1
9372	prep	6
9373	prepaid	32
9374	prepar	6082
9375	prepara	2
9376	preparatori	23
9377	prepared	67
9378	prepart	1
9379	prepay	14
9380	preper	3
9381	prepress	4
9382	preprint	1
9383	prequalif	2
9384	prerequisit	13
9385	prerog	1
9386	presal	9
9387	preschedul	4
9388	preschool	7
9389	prescreen	1
9390	prescrib	102
9391	prescript	12
9392	presel	35
9393	presenc	112
9394	present	3504
9395	presentationa	1
9396	presentationsmin	1
9397	presentng	1
9398	preserv	44
9399	preset	1
9400	presid	191
9401	presidenti	7
9402	press	301
9403	pressur	3512
9404	pressuris	1
9405	prestashop	1
9406	prevail	15
9407	preval	6
9408	prevencin	1
9409	prevent	440
9410	preview	4
9411	previou	1019
9412	previous	20
9413	previs	1
9414	prfession	1
9415	prgramm	1
9416	prh	1
9417	pri	2
9418	price	641
9419	pricelist	4
9420	pricewaterhousecoop	2
9421	pricipl	1
9422	pride	7
9423	priest	1
9424	primari	574
9425	primarili	203
9426	primavera	2
9427	prime	38
9428	primetim	1
9429	primordi	1
9430	princip	119
9431	principl	1409
9432	prine	1
9433	print	470
9434	printabl	2
9435	printer	120
9436	prior	589
9437	priorit	616
9438	prioriti	750
9439	prioritis	40
9440	prip	10
9441	prism	4
9442	prison	13
9443	priu	8
9444	privaci	86
9445	privat	551
9446	privileg	82
9447	prize	2
9448	prm	2
9449	prnatal	1
9450	pro	247
9451	proacitv	1
9452	proactiv	784
9453	probabilist	5
9454	probabl	48
9455	probat	15
9456	probationari	12
9457	probit	1
9458	probiti	3
9459	problem	3834
9460	problemat	49
9461	procc	1
9462	procces	2
9463	proce	80
9464	proced	1
9465	procedur	3702
9466	proceed	148
9467	process	5573
9468	processess	1
9469	procession	1
9470	processor	81
9471	procmail	1
9472	procredit	135
9473	procter	1
9474	procur	791
9475	procuraci	1
9476	procurt	2
9477	prod	2
9478	prodcut	1
9479	prodeco	1
9480	prodoc	1
9481	produc	969
9482	product	5015
9483	productsand	1
9484	proengin	3
9485	prof	9
9486	profess	37
9487	profession	4432
9488	professor	11
9489	proffeci	1
9490	proffes	1
9491	proffesion	1
9492	proffession	1
9493	proffici	3
9494	profi	1
9495	profibu	3
9496	profic	1
9497	profici	1777
9498	profil	307
9499	profit	604
9500	proforma	1
9501	profound	156
9502	proftpd	2
9503	prog	4
9504	progam	1
9505	progamm	1
9506	proggram	1
9507	prognosi	4
9508	prognoss	2
9509	progr	1
9510	program	5110
9511	programm	953
9512	programmat	241
9513	programmm	4
9514	progress	1163
9515	project	6411
9516	projectionist	1
9517	projector	9
9518	projectp	1
9519	projekt	1
9520	prolect	1
9521	proliant	1
9522	prolifer	3
9523	prolong	6
9524	prom	17
9525	prometey	13
9526	prometr	1
9527	promin	11
9528	promis	20
9529	promiss	1
9530	promissori	2
9531	promo	56
9532	promot	2155
9533	promott	1
9534	prompt	57
9535	promptli	105
9536	promulg	4
9537	prone	7
9538	pronounc	12
9539	pronunci	2
9540	proof	78
9541	proofread	106
9542	propag	10
9543	propagand	1
9544	propar	1
9545	propel	2
9546	propellerhead	1
9547	propens	2
9548	proper	1137
9549	properli	254
9550	properti	317
9551	prophylact	5
9552	propon	2
9553	proport	11
9554	propos	1455
9555	proposit	26
9556	proprietari	19
9557	prose	1
9558	prosecut	10
9559	prosecutor	13
9560	prosm	2
9561	prosoft	2
9562	prospect	268
9563	prospectu	3
9564	prosper	10
9565	prost	1
9566	protect	625
9567	protein	1
9568	protest	1
9569	proto	46
9570	protocol	393
9571	prototyp	186
9572	proud	2
9573	prove	36
9574	proven	1307
9575	provenexperi	1
9576	provid	7201
9577	provideg	1
9578	provinc	22
9579	provinci	2
9580	provis	751
9581	provision	14
9582	provost	3
9583	proxi	53
9584	proxim	5
9585	prp	2
9586	prpc	3
9587	prsc	3
9588	prsp	9
9589	prtg	1
9590	prudenc	5
9591	prudent	23
9592	prudenti	9
9593	pruduct	1
9594	prune	5
9595	psa	4
9596	psacf	1
9597	psb	6
9598	psc	5
9599	psd	38
9600	psdp	1
9601	pseudo	1
9602	psl	1
9603	pso	1
9604	psp	1
9605	psr	4
9606	psrc	8
9607	pssr	3
9608	pst	30
9609	pstn	5
9610	psur	1
9611	psychiatrist	1
9612	psycho	16
9613	psycholog	144
9614	psychologist	22
9615	psychopatholog	1
9616	psychosoci	16
9617	pt	1
9618	pta	1
9619	ptc	1
9620	ptghni	1
9621	pti	2
9622	ptl	1
9623	ptm	1
9624	pto	6
9625	ptsd	1
9626	ptvoa	1
9627	pub	3
9628	pubic	2
9629	public	1804
9630	publici	9
9631	publicis	2
9632	publicli	8
9633	publish	234
9634	puff	1
9635	pull	20
9636	pulmonari	3
9637	pump	14
9638	punctual	613
9639	punctuat	17
9640	punish	2
9641	punit	1
9642	pupil	9
9643	puppet	8
9644	purchas	571
9645	pure	42
9646	purecov	4
9647	purecoverag	6
9648	puremvc	1
9649	purifi	38
9650	purpos	469
9651	pursu	120
9652	pursuant	25
9653	pursuit	5
9654	purview	1
9655	push	37
9656	put	85
9657	pwd	4
9658	pwg	1
9659	pwp	4
9660	pxi	2
9661	pylon	4
9662	python	218
9663	pyton	1
9664	pyxi	2
9665	qa	2
9666	qajaran	2
9667	qalifi	1
9668	qanat	1
9669	qaqc	2
9670	qauntit	2
9671	qbr	1
9672	qcm	1
9673	qe	2
9674	qemu	1
9675	qftest	2
9676	qii	1
9677	qinq	1
9678	qm	1
9679	qmail	1
9680	qnx	1
9681	qo	9
9682	qoc	2
9683	qpm	1
9684	qpr	1
9685	qqa	1
9686	qqm	5
9687	qsi	6
9688	qsiy	1
9689	qtg	13
9690	qtp	3
9691	qua	1
9692	qualif	911
9693	qualifi	1541
9694	qualit	263
9695	qualiti	3269
9696	quallifi	1
9697	quant	1
9698	quantech	2
9699	quantifi	21
9700	quantit	273
9701	quantitav	1
9702	quantiti	182
9703	quantiz	1
9704	quantum	1
9705	quarantin	5
9706	quark	19
9707	quarkexpress	1
9708	quarkxpress	6
9709	quarri	1
9710	quarter	24
9711	quarterli	730
9712	quartil	1
9713	quartz	1
9714	quaterli	1
9715	qube	6
9716	queri	364
9717	quest	2
9718	question	351
9719	questionnair	100
9720	questrad	37
9721	queu	3
9722	queue	22
9723	quick	373
9724	quickbook	26
9725	quicken	10
9726	quickli	787
9727	quickreport	1
9728	quicktest	1
9729	quicktim	1
9730	quid	1
9731	quiet	1
9732	quietli	2
9733	quik	1
9734	quir	1
9735	quirk	1
9736	quizz	4
9737	quo	2
9738	quot	24
9739	quota	21
9740	quotat	102
9741	qvartz	2
9742	r	1
9743	ra	4
9744	rabbitmq	11
9745	rabi	1
9746	rabidli	1
9747	rac	7
9748	racb	1
9749	race	37
9750	rack	28
9751	racp	2
9752	rad	2
9753	radfin	1
9754	radial	1
9755	radiat	4
9756	radio	221
9757	radiofrequ	4
9758	radioisotop	2
9759	radiologist	5
9760	radiomodem	1
9761	radionet	3
9762	radiophys	8
9763	radiotechn	2
9764	radiotechnolog	1
9765	radiu	6
9766	raedp	3
9767	rafayel	1
9768	raffael	4
9769	raffaelo	1
9770	raffl	2
9771	raftam	2
9772	rage	5
9773	raid	7
9774	raigo	1
9775	rail	27
9776	railroad	1
9777	railvneshtran	1
9778	railway	2
9779	rain	2
9780	raini	1
9781	rais	312
9782	ralli	2
9783	ram	3
9784	rambol	1
9785	ramp	4
9786	ran	12
9787	ranap	2
9788	ranch	3
9789	ranchpar	1
9790	random	30
9791	randomli	4
9792	rang	575
9793	rank	19
9794	raoul	1
9795	rap	6
9796	rapid	66
9797	rapidey	1
9798	rapidli	79
9799	rapport	35
9800	rapproch	2
9801	rare	8
9802	raroc	1
9803	raru	1
9804	rasco	2
9805	raster	5
9806	rata	1
9807	rate	282
9808	rather	21
9809	ratif	3
9810	ratifi	6
9811	ratio	84
9812	ration	85
9813	rational	15
9814	ratko	1
9815	rau	2
9816	raud	1
9817	ravereport	1
9818	raw	68
9819	ray	27
9820	razor	6
9821	rb	1
9822	rbb	1
9823	rbd	1
9824	rbi	1
9825	rbim	1
9826	rbm	4
9827	rbmp	1
9828	rbt	1
9829	rbwm	6
9830	rc	4
9831	rca	1
9832	rcc	3
9833	rcf	2
9834	rco	3
9835	rcov	1
9836	rcp	3
9837	rcpi	3
9838	rd	18
9839	rdb	1
9840	rdbm	78
9841	rdbmss	4
9842	rdc	1
9843	rdm	7
9844	rdmb	1
9845	reach	164
9846	react	48
9847	reaction	28
9848	reactiv	9
9849	reactj	2
9850	read	809
9851	readabl	21
9852	readdress	4
9853	reader	15
9854	readership	3
9855	readi	475
9856	readicom	3
9857	readili	33
9858	readjust	1
9859	readmiss	1
9860	reagan	1
9861	reagent	16
9862	real	271
9863	realign	2
9864	realis	16
9865	realist	56
9866	realiti	15
9867	realiz	626
9868	realli	1
9869	realloc	9
9870	realm	48
9871	realti	5
9872	realtor	2
9873	reanimatolog	1
9874	rear	1
9875	rearrang	2
9876	reasearch	1
9877	reason	257
9878	reasonbl	3
9879	reassembl	1
9880	reassess	1
9881	reassign	1
9882	reassur	2
9883	reat	2
9884	rebalanc	4
9885	rebas	2
9886	rebat	6
9887	reboot	7
9888	rebuild	10
9889	rec	43
9890	recal	3
9891	recalcul	3
9892	recap	4
9893	recc	1
9894	reccomend	1
9895	receipi	1
9896	receipt	257
9897	receiv	1222
9898	recent	124
9899	recept	164
9900	receptionist	232
9901	recertif	1
9902	recharg	7
9903	reciev	3
9904	recip	17
9905	recipi	56
9906	reciproc	2
9907	reciv	1
9908	reclassif	2
9909	recogn	225
9910	recognis	15
9911	recognit	69
9912	recogniz	2
9913	recomend	1
9914	recommend	1634
9915	recommendatori	1
9916	recompens	1
9917	reconcil	224
9918	reconcili	254
9919	reconfigur	9
9920	reconfirm	4
9921	reconnect	6
9922	reconsid	5
9923	reconsider	3
9924	reconstruct	48
9925	record	1877
9926	recordkeep	14
9927	recount	1
9928	recours	13
9929	recov	17
9930	recover	7
9931	recoveri	188
9932	recpect	1
9933	recreat	12
9934	recruit	730
9935	rectif	1
9936	rectifi	19
9937	rector	15
9938	recur	17
9939	recurr	11
9940	recurs	1
9941	recycl	2
9942	red	50
9943	redam	1
9944	redefin	4
9945	redemi	1
9946	redesign	31
9947	redevelop	2
9948	redgat	1
9949	redhat	12
9950	redi	16
9951	redinet	36
9952	redirect	9
9953	redistribut	1
9954	redmin	1
9955	redo	1
9956	redraw	3
9957	redress	10
9958	reduc	139
9959	reduct	154
9960	redund	21
9961	ree	1
9962	reel	3
9963	reelih	1
9964	reengin	6
9965	ref	2
9966	refactor	19
9967	refer	490
9968	refere	4
9969	referenc	19
9970	referenda	1
9971	referendum	1
9972	referr	62
9973	refil	14
9974	refin	84
9975	refinanc	22
9976	reflect	243
9977	reflector	3
9978	reflex	3
9979	reflotron	1
9980	reforecast	3
